TABLETYP,ICD10,Pure Victorian Logical,,,,
A,C842,20080,,,,
A,C843,20080,,,,
A,C844,20280,,,,
A,C845,20280,,,,
A,C850,20010,,,,
A,C851,20280,,,,
A,C857,20230,,,,
A,C859,20280,,,,
A,C8800,2733,,,,
A,C8801,2733,,,,
A,C8810,2732,,,,
A,C8811,2732,,,,
A,C8820,2732,,,,
A,C8821,2732,,,,
A,C8830,20380,,,,
A,C8831,20381,,,,
A,C8870,20380,,,,
A,C8871,20381,,,,
A,C8890,20380,,,,
A,C8891,20381,,,,
A,C9000,20300,,,,
A,C9001,20301,,,,
A,C9010,20310,,,,
A,C9011,20311,,,,
A,C9020,2386,,,,
A,C9021,2386,,,,
A,C9100,20400,,,,
A,C9101,20401,,,,
A,C9110,20410,,,,
A,C9111,20411,,,,
A,C9120,20420,,,,
A,C9121,20421,,,,
A,C9130,20490,,,,
A,C9131,20491,,,,
A,C9140,20240,,,,
A,C9141,20241,,,,
A,C9150,20890,,,,
A,C9151,20891,,,,
A,C9170,20480,,,,
A,C9171,20481,,,,
A,C9190,20490,,,,
A,C9191,20491,,,,
A,C9200,20500,,,,
A,C9201,20501,,,,
A,C9210,20510,,,,
A,C9211,20511,,,,
A,C9220,20520,,,,
A,C9221,20521,,,,
A,C9230,20530,,,,
A,C9231,20531,,,,
A,C9240,20500,,,,
A,C9241,20501,,,,
A,C9250,20500,,,,
A,C9251,20501,,,,
A,C9270,20580,,,,
A,C9271,20581,,,,
A,C9290,20590,,,,
A,C9291,20591,,,,
A,C9300,20600,,,,
A,C9301,20601,,,,
A,C9310,20610,,,,
A,C9311,20611,,,,
A,C9320,20620,,,,
A,C9321,20621,,,,
A,C9370,20680,,,,
A,C9371,20681,,,,
A,C9390,20690,,,,
A,C9391,20691,,,,
A,C9400,20700,,,,
A,C9401,20701,,,,
A,C9410,20710,,,,
A,C9411,20711,,,,
A,C9420,20720,,,,
A,C9421,20721,,,,
A,C9430,20780,,,,
A,C9431,20781,,,,
A,C9440,2387,,,,
A,C9441,2387,,,,
A,C9450,2898,,,,
A,C9451,20721,,,,
A,C9470,20780,,,,
A,C9471,20781,,,,
A,C9500,20800,,,,
A,C9501,20801,,,,
A,C9510,20810,,,,
A,C9511,20811,,,,
A,C9520,20820,,,,
A,C9521,20821,,,,
A,C9570,20880,,,,
A,C9571,20881,,,,
A,C9590,20890,,,,
A,C9591,20891,,,,
A,C960,20250,,,,
A,C961,20230,,,,
A,C962,20260,,,,
A,C963,20000,,,,
A,C967,20290,,,,
A,C969,20290,,,,
A,C97,1990,,,,
A,D000,2300,,,,
A,D001,2301,,,,
A,D002,2302,,,,
A,D010,2303,,,,
A,D011,2304,,,,
A,D012,2304,,,,
A,D013,2305,,,,
A,D014,2307,,,,
A,D015,2308,,,,
A,D017,2309,,,,
A,D019,2309,,,,
A,D020,2310,,,,
A,D021,2311,,,,
A,D022,2312,,,,
A,D023,2318,,,,
A,D024,2319,,,,
A,D030,2320,,,,
A,D031,2321,,,,
A,D032,2322,,,,
A,D033,2323,,,,
A,D034,2324,,,,
A,D035,2325,,,,
A,D036,2326,,,,
A,D037,2327,,,,
A,D038,2328,,,,
A,D039,2329,,,,
A,D040,2320,,,,
A,D041,2321,,,,
A,D042,2322,,,,
A,D043,2323,,,,
A,D044,2324,,,,
A,D045,2325,,,,
A,D046,2326,,,,
A,D047,2327,,,,
A,D048,2328,,,,
A,D049,2329,,,,
A,D050,2330,,,,
A,D051,2330,,,,
A,D057,2330,,,,
A,D059,2330,,,,
A,D060,2331,,,,
A,D061,2331,,,,
A,D067,2331,,,,
A,D069,2331,,,,
A,D070,2332,,,,
A,D071,2333,,,,
A,D072,2333,,,,
A,D073,2333,,,,
A,D074,2335,,,,
A,D075,2334,,,,
A,D076,2336,,,,
A,D090,2337,,,,
A,D091,2339,,,,
A,D092,2340,,,,
A,D093,2348,,,,
A,D097,2348,,,,
A,D099,2349,,,,
A,D100,2100,,,,
A,D101,2101,,,,
A,D102,2103,,,,
A,D103,2104,,,,
A,D104,2105,,,,
A,D105,2106,,,,
A,D106,2107,,,,
A,D107,2108,,,,
A,D109,2109,,,,
A,D110,2102,,,,
A,D117,2102,,,,
A,D119,2102,,,,
A,D120,2113,,,,
A,D121,2113,,,,
A,D122,2113,,,,
A,D123,2113,,,,
A,D124,2113,,,,
A,D125,2113,,,,
A,D126,2113,,,,
A,D127,2114,,,,
A,D128,2114,,,,
A,D129,2114,,,,
A,D130,2110,,,,
A,D131,2111,,,,
A,D132,2112,,,,
A,D133,2112,,,,
A,D134,2115,,,,
A,D135,2115,,,,
A,D136,2116,,,,
A,D137,2117,,,,
A,D139,2119,,,,
A,D140,2120,,,,
A,D141,2121,,,,
A,D142,2122,,,,
A,D143,2123,,,,
A,D144,2129,,,,
A,D150,2126,,,,
A,D151,2127,,,,
A,D152,2125,,,,
A,D157,2128,,,,
A,D159,2129,,,,
A,D160,2134,,,,
A,D161,2135,,,,
A,D162,2137,,,,
A,D163,2138,,,,
A,D1641,21301,,,,
A,D1642,21302,,,,
A,D165,2131,,,,
A,D166,2132,,,,
A,D167,2133,,,,
A,D168,2136,,,,
A,D169,2139,,,,
A,D170,2140,,,,
A,D171,2141,,,,
A,D172,2141,,,,
A,D173,2141,,,,
A,D174,2142,,,,
A,D175,2143,,,,
A,D176,2144,,,,
A,D177,2148,,,,
A,D179,2149,,,,
A,D1800,22800,,,,
A,D1801,22801,,,,
A,D1802,22802,,,,
A,D1803,22804,,,,
A,D1804,22804,,,,
A,D1805,22809,,,,
A,D1808,22809,,,,
A,D181,2281,,,,
A,D190,2124,,,,
A,D191,2118,,,,
A,D197,2298,,,,
A,D199,2299,,,,
A,D200,2118,,,,
A,D201,2118,,,,
A,D210,2150,,,,
A,D211,2152,,,,
A,D212,2153,,,,
A,D213,2154,,,,
A,D214,2155,,,,
A,D215,2156,,,,
A,D216,2157,,,,
A,D219,2159,,,,
A,D220,2160,,,,
A,D221,2161,,,,
A,D222,2162,,,,
A,D223,2163,,,,
A,D224,2164,,,,
A,D225,2165,,,,
A,D226,2166,,,,
A,D227,2167,,,,
A,D229,2169,,,,
A,D230,2160,,,,
A,D231,2161,,,,
A,D232,2162,,,,
A,D233,2163,,,,
A,D234,2164,,,,
A,D235,2165,,,,
A,D236,2166,,,,
A,D237,2167,,,,
A,D239,2169,,,,
A,D24,217,,,,
A,D250,2180,,,,
A,D251,2181,,,,
A,D252,2182,,,,
A,D259,2189,,,,
A,D260,2190,,,,
A,D261,2191,,,,
A,D267,2198,,,,
A,D269,2199,,,,
A,D27,220,,,,
A,D280,2212,,,,
A,D281,2211,,,,
A,D282,2210,,,,
A,D287,2218,,,,
A,D289,2219,,,,
A,D290,2221,,,,
A,D291,2222,,,,
A,D292,2220,,,,
A,D293,2223,,,,
A,D294,2224,,,,
A,D297,2228,,,,
A,D299,2229,,,,
A,D300,2230,,,,
A,D301,2231,,,,
A,D302,2232,,,,
A,D303,2233,,,,
A,D304,22381,,,,
A,D307,22389,,,,
A,D309,2239,,,,
A,D310,2243,,,,
A,D311,2244,,,,
A,D312,2245,,,,
A,D313,2246,,,,
A,D314,2240,,,,
A,D315,2242,,,,
A,D316,2241,,,,
A,D319,2249,,,,
A,D320,2252,,,,
A,D321,2254,,,,
A,D329,2252,,,,
A,D330,2250,,,,
A,D331,2250,,,,
A,D332,2250,,,,
A,D333,2251,,,,
A,D334,2253,,,,
A,D337,2258,,,,
A,D339,2259,,,,
A,D34,226,,,,
A,D350,2270,,,,
A,D351,2271,,,,
A,D352,2273,,,,
A,D353,2273,,,,
A,D354,2274,,,,
A,D355,2275,,,,
A,D356,2276,,,,
A,D357,2278,,,,
A,D358,2278,,,,
A,D359,2279,,,,
A,D360,2290,,,,
A,D361,2158,,,,
A,D367,2298,,,,
A,D369,2299,,,,
A,D370,2351,,,,
A,D371,2352,,,,
A,D372,2352,,,,
A,D373,2352,,,,
A,D374,2352,,,,
A,D375,2352,,,,
A,D376,2353,,,,
A,D377,2355,,,,
A,D379,2355,,,,
A,D380,2356,,,,
A,D381,2357,,,,
A,D382,2358,,,,
A,D383,2358,,,,
A,D384,2358,,,,
A,D385,2359,,,,
A,D386,2359,,,,
A,D390,2360,,,,
A,D391,2362,,,,
A,D392,2361,,,,
A,D397,2363,,,,
A,D399,2363,,,,
A,D400,2365,,,,
A,D401,2364,,,,
A,D407,2366,,,,
A,D409,2366,,,,
A,D410,23691,,,,
A,D411,23691,,,,
A,D412,23691,,,,
A,D413,23699,,,,
A,D414,2367,,,,
A,D417,23699,,,,
A,D419,23690,,,,
A,D420,2376,,,,
A,D421,2376,,,,
A,D429,2376,,,,
A,D430,2375,,,,
A,D431,2375,,,,
A,D432,2375,,,,
A,D433,2379,,,,
A,D434,2375,,,,
A,D437,2379,,,,
A,D439,2379,,,,
A,D440,2374,,,,
A,D441,2372,,,,
A,D442,2374,,,,
A,D443,2370,,,,
A,D444,2370,,,,
A,D445,2371,,,,
A,D446,2373,,,,
A,D447,2373,,,,
A,D448,2580,,,,
A,D449,2374,,,,
A,D45,2384,,,,
A,D460,2387,,,,
A,D461,2387,,,,
A,D462,2387,,,,
A,D463,2387,,,,
A,D464,2387,,,,
A,D467,2387,,,,
A,D469,2387,,,,
A,D470,2385,,,,
A,D471,2387,,,,
A,D472,2731,,,,
A,D473,2387,,,,
A,D477,2387,,,,
A,D479,2387,,,,
A,D480,2380,,,,
A,D481,2381,,,,
A,D482,2381,,,,
A,D483,2354,,,,
A,D484,2354,,,,
A,D485,2382,,,,
A,D486,2383,,,,
A,D487,2388,,,,
A,D489,2389,,,,
A,D500,2800,,,,
A,D501,2808,,,,
A,D508,2808,,,,
A,D509,2809,,,,
A,D510,2810,,,,
A,D511,2811,,,,
A,D512,2813,,,,
A,D513,2811,,,,
A,D518,2811,,,,
A,D519,2811,,,,
A,D520,2812,,,,
A,D521,2812,,,,
A,D528,2812,,,,
A,D529,2812,,,,
A,D530,2814,,,,
A,D531,2819,,,,
A,D532,2818,,,,
A,D538,2818,,,,
A,D539,2819,,,,
A,D550,2822,,,,
A,D551,2822,,,,
A,D552,2823,,,,
A,D553,2823,,,,
A,D558,2823,,,,
A,D559,2823,,,,
A,D560,2824,,,,
A,D561,2824,,,,
A,D562,2824,,,,
A,D563,2824,,,,
A,D564,2827,,,,
A,D568,2824,,,,
A,D569,2824,,,,
A,D570,28262,,,,
A,D571,28261,,,,
A,D572,28263,,,,
A,D573,2825,,,,
A,D578,28269,,,,
A,D580,2820,,,,
A,D581,2821,,,,
A,D582,2827,,,,
A,D588,2828,,,,
A,D589,2829,,,,
A,D590,2830,,,,
A,D591,2830,,,,
A,D592,28319,,,,
A,D593,28311,,,,
A,D594,28319,,,,
A,D595,2832,,,,
A,D596,2832,,,,
A,D598,2839,,,,
A,D599,2839,,,,
A,D600,2848,,,,
A,D601,2848,,,,
A,D608,2848,,,,
A,D609,2848,,,,
A,D610,2840,,,,
A,D611,2848,,,,
A,D612,2848,,,,
A,D613,2849,,,,
A,D618,2848,,,,
A,D619,2849,,,,
A,D62,2851,,,,
A,D630,2859,,,,
A,D638,2859,,,,
A,D640,2850,,,,
A,D641,2850,,,,
A,D642,2850,,,,
A,D643,2850,,,,
A,D644,2858,,,,
A,D648,2858,,,,
A,D649,2859,,,,
A,D65,2866,,,,
A,D66,2860,,,,
A,D67,2861,,,,
A,D680,2864,,,,
A,D681,2862,,,,
A,D682,2863,,,,
A,D683,2865,,,,
A,D684,2867,,,,
A,D688,2869,,,,
A,D689,2869,,,,
A,D690,2870,,,,
A,D691,2871,,,,
A,D692,2872,,,,
A,D693,2873,,,,
A,D694,2873,,,,
A,D695,2874,,,,
A,D696,2875,,,,
A,D698,2878,,,,
A,D699,2879,,,,
A,D70,2880,,,,
A,D71,2881,,,,
A,D720,2882,,,,
A,D721,2883,,,,
A,D728,2888,,,,
A,D729,2889,,,,
A,D730,28959,,,,
A,D731,2894,,,,
A,D732,28951,,,,
A,D733,28959,,,,
A,D734,28959,,,,
A,D735,28959,,,,
A,D738,28959,,,,
A,D739,28950,,,,
A,D740,2897,,,,
A,D748,2897,,,,
A,D749,2897,,,,
A,D750,2896,,,,
A,D751,2890,,,,
A,D752,2899,,,,
A,D758,2898,,,,
A,D759,2899,,,,
A,D760,2778,,,,
A,D761,2778,,,,
A,D762,2778,,,,
A,D763,2778,,,,
A,D77,2899,,,,
A,D800,27904,,,,
A,D801,27900,,,,
A,D802,27901,,,,
A,D803,27903,,,,
A,D804,27902,,,,
A,D805,27905,,,,
A,D806,27909,,,,
A,D807,27909,,,,
A,D808,27909,,,,
A,D809,27909,,,,
A,D810,2792,,,,
A,D811,2792,,,,
A,D812,2792,,,,
A,D813,2772,,,,
A,D814,27913,,,,
A,D815,2772,,,,
A,D816,2792,,,,
A,D817,2792,,,,
A,D818,2792,,,,
A,D819,2792,,,,
A,D820,27912,,,,
A,D821,27911,,,,
A,D822,27919,,,,
A,D823,27919,,,,
A,D824,27919,,,,
A,D828,2793,,,,
A,D829,2793,,,,
A,D830,27906,,,,
A,D831,27906,,,,
A,D832,27906,,,,
A,D838,27906,,,,
A,D839,27906,,,,
A,D840,27919,,,,
A,D841,2798,,,,
A,D848,2793,,,,
A,D849,2793,,,,
A,D860,135,,,,
A,D861,135,,,,
A,D862,135,,,,
A,D863,135,,,,
A,D868,135,,,,
A,D869,135,,,,
A,D890,2730,,,,
A,D891,2732,,,,
A,D892,2898,,,,
A,D898,2798,,,,
A,D899,2799,,,,
A,E000,243,,,,
A,E001,243,,,,
A,E002,243,,,,
A,E009,243,,,,
A,E010,2409,,,,
A,E011,2411,,,,
A,E012,2409,,,,
A,E018,2442,,,,
A,E02,2442,,,,
A,E030,2461,,,,
A,E031,243,,,,
A,E032,2443,,,,
A,E033,2448,,,,
A,E034,2468,,,,
A,E035,78001,,,,
A,E038,2448,,,,
A,E039,2449,,,,
A,E040,2400,,,,
A,E041,2410,,,,
A,E042,2411,,,,
A,E048,2419,,,,
A,E049,2419,,,,
A,E050,24200,,,,
A,E051,24210,,,,
A,E052,24220,,,,
A,E053,24240,,,,
A,E054,24280,,,,
A,E055,24291,,,,
A,E058,24280,,,,
A,E059,24290,,,,
A,E060,2450,,,,
A,E061,2451,,,,
A,E062,2458,,,,
A,E063,2452,,,,
A,E064,2454,,,,
A,E065,2458,,,,
A,E069,2459,,,,
A,E070,2460,,,,
A,E071,2461,,,,
A,E078,2468,,,,
A,E079,2469,,,,
A,E1000,25031,,,,
A,E1001,25033,,,,
A,E1010,25011,,,,
A,E1011,25013,,,,
A,E1020,25041,,,,
A,E1021,25043,,,,
A,E1030,25051,,,,
A,E1031,25053,,,,
A,E1040,25061,,,,
A,E1041,25063,,,,
A,E1050,25071,,,,
A,E1051,25073,,,,
A,E1060,25081,,,,
A,E1061,25083,,,,
A,E1070,25081,,,,
A,E1071,25083,,,,
A,E1080,25091,,,,
A,E1081,25093,,,,
A,E1090,25001,,,,
A,E1091,25003,,,,
A,E1100,25030,,,,
A,E1101,25032,,,,
A,E1110,25010,,,,
A,E1111,25012,,,,
A,E1120,25040,,,,
A,E1121,25042,,,,
A,E1130,25050,,,,
A,E1131,25052,,,,
A,E1140,25060,,,,
A,E1141,25062,,,,
A,E1150,25070,,,,
A,E1151,25072,,,,
A,E1160,25080,,,,
A,E1161,25082,,,,
A,E1170,25080,,,,
A,E1171,25082,,,,
A,E1180,25090,,,,
A,E1181,25092,,,,
A,E1190,25000,,,,
A,E1191,25002,,,,
A,E1200,25030,,,,
A,E1201,25032,,,,
A,E1210,25010,,,,
A,E1211,25012,,,,
A,E1220,25040,,,,
A,E1221,25042,,,,
A,E1230,25050,,,,
A,E1231,25052,,,,
A,E1240,25060,,,,
A,E1241,25062,,,,
A,E1250,25070,,,,
A,E1251,25072,,,,
A,E1260,25080,,,,
A,E1261,25082,,,,
A,E1270,25080,,,,
A,E1271,25082,,,,
A,E1280,25090,,,,
A,E1281,25092,,,,
A,E1290,25000,,,,
A,E1291,25002,,,,
A,E1300,25030,,,,
A,E1301,25032,,,,
A,E1310,25010,,,,
A,E1311,25012,,,,
A,E1320,25040,,,,
A,E1321,25042,,,,
A,E1330,25050,,,,
A,E1331,25052,,,,
A,E1340,25060,,,,
A,E1341,25062,,,,
A,E1350,25070,,,,
A,E1351,25072,,,,
A,E1360,25080,,,,
A,E1361,25082,,,,
A,E1370,25080,,,,
A,E1371,25082,,,,
A,E1380,25090,,,,
A,E1381,25092,,,,
A,E1390,25000,,,,
A,E1391,25002,,,,
A,E1400,25030,,,,
A,E1401,25032,,,,
A,E1410,25010,,,,
A,E1411,25012,,,,
A,E1420,25040,,,,
A,E1421,25042,,,,
A,E1430,25050,,,,
A,E1431,25051,,,,
A,E1440,25060,,,,
A,E1441,25062,,,,
A,E1450,25070,,,,
A,E1451,25072,,,,
A,E1460,25080,,,,
A,E1461,25082,,,,
A,E1470,25080,,,,
A,E1471,25082,,,,
A,E1480,25090,,,,
A,E1481,25092,,,,
A,E1490,25000,,,,
A,E1491,25002,,,,
A,E15,2510,,,,
A,E160,2511,,,,
A,E161,2511,,,,
A,E162,2512,,,,
A,E163,2514,,,,
A,E164,2515,,,,
A,E168,2518,,,,
A,E169,2519,,,,
A,E200,2521,,,,
A,E201,2754,,,,
A,E208,2521,,,,
A,E209,2521,,,,
A,E210,2520,,,,
A,E211,2520,,,,
A,E212,2520,,,,
A,E213,2520,,,,
A,E214,2528,,,,
A,E215,2529,,,,
A,E220,2530,,,,
A,E221,2531,,,,
A,E222,2536,,,,
A,E228,2531,,,,
A,E229,2531,,,,
A,E230,2532,,,,
A,E231,2537,,,,
A,E232,2535,,,,
A,E233,2534,,,,
A,E236,2538,,,,
A,E237,2539,,,,
A,E240,2550,,,,
A,E241,2550,,,,
A,E242,2550,,,,
A,E243,2550,,,,
A,E244,2550,,,,
A,E248,2550,,,,
A,E249,2550,,,,
A,E250,2552,,,,
A,E258,2552,,,,
A,E259,2552,,,,
A,E260,2551,,,,
A,E261,2551,,,,
A,E268,2551,,,,
A,E269,2551,,,,
A,E270,2553,,,,
A,E271,2554,,,,
A,E272,2554,,,,
A,E273,2554,,,,
A,E274,2555,,,,
A,E275,2556,,,,
A,E278,2558,,,,
A,E279,2559,,,,
A,E280,2560,,,,
A,E281,2561,,,,
A,E282,2564,,,,
A,E283,2563,,,,
A,E288,2568,,,,
A,E289,2569,,,,
A,E290,2570,,,,
A,E291,2572,,,,
A,E298,2578,,,,
A,E299,2579,,,,
A,E300,2590,,,,
A,E301,2591,,,,
A,E308,2591,,,,
A,E309,2591,,,,
A,E310,2581,,,,
A,E311,2588,,,,
A,E318,2588,,,,
A,E319,2589,,,,
A,E320,2540,,,,
A,E321,2541,,,,
A,E328,2548,,,,
A,E329,2549,,,,
A,E340,2592,,,,
A,E341,2598,,,,
A,E342,2593,,,,
A,E343,2594,,,,
A,E344,V218,,,,
A,E345,2578,,,,
A,E348,2598,,,,
A,E349,2599,,,,
A,E350,2468,,,,
A,E351,2558,,,,
A,E358,2598,,,,
A,E40,260,,,,
A,E41,261,,,,
A,E42,260,,,,
A,E43,262,,,,
A,E440,2630,,,,
A,E441,2631,,,,
A,E45,2632,,,,
A,E46,2639,,,,
A,E500,2640,,,,
A,E501,2641,,,,
A,E502,2642,,,,
A,E503,2643,,,,
A,E504,2644,,,,
A,E505,2645,,,,
A,E506,2646,,,,
A,E507,2647,,,,
A,E508,2648,,,,
A,E509,2649,,,,
A,E511,2650,,,,
A,E512,2651,,,,
A,E518,2651,,,,
A,E519,2651,,,,
A,E52,2652,,,,
A,E530,2660,,,,
A,E531,2661,,,,
A,E538,2662,,,,
A,E539,2669,,,,
A,E54,267,,,,
A,E550,2680,,,,
A,E559,2689,,,,
A,E560,2691,,,,
A,E561,2690,,,,
A,E568,2691,,,,
A,E569,2692,,,,
A,E58,2693,,,,
A,E59,2693,,,,
A,E60,2693,,,,
A,E610,2693,,,,
A,E611,2693,,,,
A,E612,2693,,,,
A,E613,2693,,,,
A,E614,2693,,,,
A,E615,2693,,,,
A,E616,2693,,,,
A,E617,2693,,,,
A,E618,2698,,,,
A,E619,2699,,,,
A,E630,2698,,,,
A,E631,2698,,,,
A,E638,2698,,,,
A,E639,2699,,,,
A,E640,2638,,,,
A,E641,2648,,,,
A,E642,267,,,,
A,E643,2681,,,,
A,E648,2698,,,,
A,E649,2699,,,,
A,E65,2781,,,,
A,E660,27801,,,,
A,E661,27801,,,,
A,E662,27801,,,,
A,E668,27801,,,,
A,E669,27800,,,,
A,E670,2782,,,,
A,E671,2783,,,,
A,E672,2788,,,,
A,E673,2784,,,,
A,E678,2788,,,,
A,E68,2788,,,,
A,E700,2701,,,,
A,E701,2701,,,,
A,E702,2700,,,,
A,E703,2702,,,,
A,E708,2702,,,,
A,E709,2702,,,,
A,E710,2703,,,,
A,E711,2703,,,,
A,E712,2703,,,,
A,E713,2724,,,,
A,E720,2700,,,,
A,E721,2704,,,,
A,E722,2706,,,,
A,E723,2707,,,,
A,E724,2706,,,,
A,E725,2707,,,,
A,E728,2708,,,,
A,E729,2709,,,,
A,E730,2713,,,,
A,E731,2713,,,,
A,E738,2713,,,,
A,E739,2713,,,,
A,E740,2710,,,,
A,E741,2712,,,,
A,E742,2711,,,,
A,E743,2713,,,,
A,E744,2718,,,,
A,E748,2718,,,,
A,E749,2719,,,,
A,E750,3301,,,,
A,E751,3301,,,,
A,E752,2727,,,,
A,E753,2727,,,,
A,E754,3301,,,,
A,E755,2727,,,,
A,E756,2727,,,,
A,E760,2775,,,,
A,E761,2775,,,,
A,E762,2775,,,,
A,E763,2775,,,,
A,E768,2775,,,,
A,E769,2775,,,,
A,E770,2727,,,,
A,E771,2718,,,,
A,E778,2718,,,,
A,E779,2719,,,,
A,E780,2720,,,,
A,E781,2721,,,,
A,E782,2722,,,,
A,E783,2723,,,,
A,E784,2724,,,,
A,E785,2724,,,,
A,E786,2725,,,,
A,E788,2728,,,,
A,E789,2729,,,,
A,E790,2772,,,,
A,E791,2772,,,,
A,E798,2772,,,,
A,E799,2772,,,,
A,E800,2771,,,,
A,E801,2771,,,,
A,E802,2771,,,,
A,E803,2778,,,,
A,E804,2774,,,,
A,E805,2774,,,,
A,E806,2774,,,,
A,E807,2774,,,,
A,E830,2751,,,,
A,E831,2750,,,,
A,E832,2758,,,,
A,E833,2753,,,,
A,E834,2752,,,,
A,E835,2754,,,,
A,E838,2758,,,,
A,E839,2759,,,,
A,E840,27700,,,,
A,E841,27701,,,,
A,E848,27700,,,,
A,E849,27700,,,,
A,E850,27739,,,,
A,E851,27739,,,,
A,E852,27739,,,,
A,E853,27731,,,,
A,E854,27739,,,,
A,E858,27739,,,,
A,E859,27739,,,,
A,E86,2765,,,,
A,E870,2760,,,,
A,E871,2761,,,,
A,E872,2762,,,,
A,E873,2763,,,,
A,E874,2764,,,,
A,E875,2767,,,,
A,E876,2768,,,,
A,E877,2766,,,,
A,E878,2769,,,,
A,E880,2776,,,,
A,E881,2726,,,,
A,E882,2728,,,,
A,E888,2778,,,,
A,E889,2779,,,,
A,E890,2440,,,,
A,E891,2513,,,,
A,E892,2521,,,,
A,E893,2537,,,,
A,E894,2562,,,,
A,E895,2571,,,,
A,E896,2555,,,,
A,E898,2598,,,,
A,E899,2599,,,,
A,E90,2778,,,,
A,F000,29010,,,,
A,F001,2900,,,,
A,F002,2900,,,,
A,F009,2900,,,,
A,F010,29040,,,,
A,F011,29040,,,,
A,F012,29040,,,,
A,F013,29040,,,,
A,F018,29040,,,,
A,F019,29040,,,,
A,F020,29010,,,,
A,F021,29010,,,,
A,F022,2941,,,,
A,F023,2941,,,,
A,F024,2949,,,,
A,F028,2941,,,,
A,F03,2949,,,,
A,F04,29409,,,,
A,F050,2930,,,,
A,F051,29011,,,,
A,F058,2930,,,,
A,F059,2930,,,,
A,F060,29382,,,,
A,F061,29389,,,,
A,F062,29381,,,,
A,F063,29389,,,,
A,F064,29389,,,,
A,F065,29389,,,,
A,F066,29389,,,,
A,F067,29389,,,,
A,F068,2948,,,,
A,F069,2949,,,,
A,F070,3101,,,,
A,F071,3108,,,,
A,F072,3102,,,,
A,F078,3108,,,,
A,F079,3109,,,,
A,F09,2949,,,,
A,F100,30500,,,,
A,F101,30500,,,,
A,F102,30390,,,,
A,F103,2918,,,,
A,F104,2910,,,,
A,F105,2918,,,,
A,F106,2911,,,,
A,F107,2912,,,,
A,F108,2918,,,,
A,F109,2919,,,,
A,F110,30550,,,,
A,F111,30550,,,,
A,F112,30400,,,,
A,F113,2920,,,,
A,F114,2920,,,,
A,F115,29289,,,,
A,F116,29283,,,,
A,F117,29289,,,,
A,F118,29289,,,,
A,F119,2929,,,,
A,F120,30520,,,,
A,F121,30520,,,,
A,F122,30430,,,,
A,F123,2920,,,,
A,F124,2920,,,,
A,F125,29289,,,,
A,F126,29283,,,,
A,F127,29289,,,,
A,F128,29289,,,,
A,F129,2929,,,,
A,F130,30540,,,,
A,F131,30540,,,,
A,F132,30410,,,,
A,F133,2920,,,,
A,F134,2920,,,,
A,F135,29289,,,,
A,F136,29283,,,,
A,F137,29289,,,,
A,F138,29289,,,,
A,F139,2929,,,,
A,F140,30560,,,,
A,F141,30560,,,,
A,F142,30420,,,,
A,F143,2920,,,,
A,F144,2920,,,,
A,F145,29289,,,,
A,F146,29283,,,,
A,F147,29289,,,,
A,F148,29289,,,,
A,F149,2929,,,,
A,F150,30570,,,,
A,F151,30570,,,,
A,F152,30440,,,,
A,F153,2920,,,,
A,F154,2920,,,,
A,F155,29289,,,,
A,F156,29283,,,,
A,F157,29289,,,,
A,F158,29289,,,,
A,F159,2929,,,,
A,F160,30530,,,,
A,F161,30530,,,,
A,F162,30450,,,,
A,F163,2920,,,,
A,F164,2920,,,,
A,F165,29289,,,,
A,F166,29283,,,,
A,F167,29289,,,,
A,F168,29289,,,,
A,F169,2929,,,,
A,F170,3051,,,,
A,F171,3051,,,,
A,F172,30460,,,,
A,F173,2920,,,,
A,F174,2920,,,,
A,F175,29289,,,,
A,F176,29283,,,,
A,F177,29289,,,,
A,F178,29289,,,,
A,F179,2929,,,,
A,F180,30590,,,,
A,F181,30590,,,,
A,F182,30460,,,,
A,F183,2920,,,,
A,F184,2920,,,,
A,F185,29289,,,,
A,F186,29283,,,,
A,F187,29289,,,,
A,F188,29289,,,,
A,F189,2929,,,,
A,F190,30590,,,,
A,F191,30590,,,,
A,F192,30480,,,,
A,F193,2920,,,,
A,F194,2920,,,,
A,F195,29289,,,,
A,F196,29283,,,,
A,F197,29289,,,,
A,F198,29289,,,,
A,F199,2929,,,,
A,F200,29530,,,,
A,F201,29510,,,,
A,F202,29520,,,,
A,F203,29590,,,,
A,F204,3004,,,,
A,F205,29560,,,,
A,F206,29500,,,,
A,F208,29580,,,,
A,F209,29590,,,,
A,F21,29550,,,,
A,F220,2971,,,,
A,F228,2978,,,,
A,F229,2979,,,,
A,F230,2983,,,,
A,F231,29540,,,,
A,F232,29540,,,,
A,F233,2983,,,,
A,F238,2988,,,,
A,F239,2988,,,,
A,F24,2973,,,,
A,F250,29570,,,,
A,F251,29570,,,,
A,F252,29570,,,,
A,F258,29580,,,,
A,F259,29590,,,,
A,F28,2988,,,,
A,F29,2989,,,,
A,F300,29600,,,,
A,F301,29600,,,,
A,F302,29600,,,,
A,F308,29640,,,,
A,F309,29600,,,,
A,F310,29640,,,,
A,F311,29640,,,,
A,F312,29640,,,,
A,F313,29651,,,,
A,F314,29653,,,,
A,F315,29654,,,,
A,F316,29660,,,,
A,F317,2967,,,,
A,F318,2967,,,,
A,F319,2967,,,,
A,F320,29621,,,,
A,F321,29622,,,,
A,F322,29623,,,,
A,F323,29624,,,,
A,F328,29682,,,,
A,F329,311,,,,
A,F330,29631,,,,
